Action,Brand Domain,Channel,Confident,Conversation ID,Created Date,Id,Input Conversation,Intent to annotate to,Matched Intent,Remarks,actual_domain,Remarks.1,created_date,intent_i_utterances,Intent_1,Intent_1_confidence,Domain_1,Intent_2,Domain_2,Intent_3,Domain_3,Intent_4,Domain_4,Intent_5,Domain_5,intent_0,confidence_0,domain_0,intent_1,confidence_1,domain_1,intent_2,confidence_2,domain_2,intent_3,domain_3,confidence_3,domain_4,confidence_4,intent_4,confidence_5,intent_5,domain_5,confidence_6,intent_6,domain_6,confidence_7,intent_7,domain_7,confidence_8,intent_8,domain_8,confidence_9,domain_9,intent_9,confidence_10,domain_10,intent_10,domain_11,intent_11,confidence_11,intent_12,confidence_12,domain_12,intent_13,confidence_13,domain_13,intent_14,confidence_14,domain_14,intent_15,domain_15,confidence_15,domain_16,intent_16,confidence_16,confidence_17,intent_17,domain_17
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.365184993,5e39f100-50cf-11eb-9333-a7723d45574d,2021-01-07 18:01:00,308720,"If my colleague tender resignation in Jan 2021, will she be entitled to family leve ?",leave.leave_guidelines,Unknown,"[{""intent"":""fcssaml.lcs_sg_advisory_fcis_record_details "",""confidence"":0.3651849925518036,""domain"":""LCS""},{""intent"":""medical.why_is_there_a_medical_-_related_deduction_in_my_pay_slip"",""confidence"":0.1658681482076645,""domain"":""HIRI""},{""intent"":""leave.can_i_carry_forward_my_leave"",""confidence"":0.16198603808879852,""domain"":""HIRI""},{""intent"":""performance_and_development.must_resigned_employee_complete_their_pd"",""confidence"":0.11152786761522293,""domain"":""HIRI""},{""intent"":""investigations.lcs_investigations_speak_up_how_to_report"",""confidence"":0.20668675005435944,""domain"":""LCS""},{""intent"":""printer_scanner.scanner_failure"",""confidence"":0.19840304553508759,""domain"":""IRIS""},{""intent"":""access_management.dbs_id_management"",""confidence"":0.13983847200870514,""domain"":""IRIS""},{""intent"":""dpo.lcs_sg_dpo_pdpa"",""confidence"":0.08244544267654419,""domain"":""LCS""},{""intent"":""access_management.unlock_1bank_account"",""confidence"":0.06580398976802826,""domain"":""IRIS""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.14782387018203735,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_onboarding_cicd_1_0"",""confidence"":0.13449636101722717,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.12382224947214127,""domain"":""EASRE""}]",hr,None,2021-01-07,True,None,None,None,None,None,None,None,None,None,None,None,fcssaml.lcs_sg_advisory_fcis_record_details ,0.3651849925518036,LCS,medical.why_is_there_a_medical_-_related_deduction_in_my_pay_slip,0.1658681482076645,HIRI,leave.can_i_carry_forward_my_leave,0.16198603808879852,HIRI,performance_and_development.must_resigned_employee_complete_their_pd,HIRI,0.11152786761522293,LCS,0.20668675005435944,investigations.lcs_investigations_speak_up_how_to_report,0.19840304553508759,printer_scanner.scanner_failure,IRIS,0.13983847200870514,access_management.dbs_id_management,IRIS,0.08244544267654419,dpo.lcs_sg_dpo_pdpa,LCS,0.06580398976802826,access_management.unlock_1bank_account,IRIS,0.14782387018203735,EASRE,bolt.easre_all_bolt_qry_informationonbolt_1_0,0.13449636101722717,EASRE,cicd.easre_all_cicd_qry_onboarding_cicd_1_0,EASRE,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,0.12382224947214127,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.332649976,4bba94f1-50af-11eb-81f0-69d6e47d27b4,2021-01-07 17:57:00,308694,Childcare leave,leave.leave_guidelines,Unknown,"[{""intent"":""leave.can_i_take_leave"",""confidence"":0.33264997601509094,""domain"":""HIRI""},{""intent"":""leave.leave_guidelines"",""confidence"":0.24582022428512573,""domain"":""HIRI""},{""intent"":""leave.does_dbs_accept_unused_childcare_leave_from_previous_company"",""confidence"":0.10943859070539474,""domain"":""HIRI""}]",hr,None,2021-01-07,True,None,None,None,None,None,None,None,None,None,None,None,leave.can_i_take_leave,0.33264997601509094,HIRI,leave.leave_guidelines,0.24582022428512573,HIRI,leave.does_dbs_accept_unused_childcare_leave_from_previous_company,0.10943859070539474,HIRI,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.270334393,26dfac50-50ce-11eb-9b5f-b531a25f6320,2021-01-07 17:53:00,308682,what can i do if i have medical appointment,Medical.Medical_Certificate,Unknown,"[{""intent"":""medical.how_do_i_go_about_paying_my_medical_bills"",""confidence"":0.270334392786026,""domain"":""HIRI""},{""intent"":""staff_info_update.outside_appointment"",""confidence"":0.19592486321926117,""domain"":""HIRI""},{""intent"":""medical.how_can_i_enroll_myself___dependants_into_the_medical_scheme"",""confidence"":0.19383089244365692,""domain"":""HIRI""},{""intent"":""dpo.lcs_sg_dpo_dnc_marketing_guidelines"",""confidence"":0.4682506322860718,""domain"":""LCS""},{""intent"":""applications_systems.finding_url_or_link"",""confidence"":0.19874225556850433,""domain"":""IRIS""},{""intent"":""computer.search_items"",""confidence"":0.10319377481937408,""domain"":""IRIS""},{""intent"":""computer.how_to_export_favourites_to_ie"",""confidence"":0.07870011776685715,""domain"":""IRIS""},{""intent"":""cbglegalrga.lcs_sg_general_enquiries_decision_tree"",""confidence"":0.0755331814289093,""domain"":""LCS""},{""intent"":""dpo.lcs_sg_dpo_pdpa"",""confidence"":0.031256623566150665,""domain"":""LCS""}]",hr,None,2021-01-07,True,None,None,None,None,None,None,None,None,None,None,None,medical.how_do_i_go_about_paying_my_medical_bills,0.270334392786026,HIRI,staff_info_update.outside_appointment,0.19592486321926117,HIRI,medical.how_can_i_enroll_myself___dependants_into_the_medical_scheme,0.19383089244365692,HIRI,dpo.lcs_sg_dpo_dnc_marketing_guidelines,LCS,0.4682506322860718,IRIS,0.19874225556850433,applications_systems.finding_url_or_link,0.10319377481937408,computer.search_items,IRIS,0.07870011776685715,computer.how_to_export_favourites_to_ie,IRIS,0.0755331814289093,cbglegalrga.lcs_sg_general_enquiries_decision_tree,LCS,0.031256623566150665,dpo.lcs_sg_dpo_pdpa,LCS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.291309416,26dfac50-50ce-11eb-9b5f-b531a25f6320,2021-01-07 17:53:00,308678,what should i do if i have medical appointment,Medical.Medical_Certificate,Unknown,"[{""intent"":""staff_info_update.outside_appointment"",""confidence"":0.2913094162940979,""domain"":""HIRI""},{""intent"":""medical.how_do_i_go_about_paying_my_medical_bills"",""confidence"":0.27546823024749756,""domain"":""HIRI""},{""intent"":""applications_systems.finding_url_or_link"",""confidence"":0.3985190689563751,""domain"":""IRIS""},{""intent"":""medical.how_can_i_enroll_myself___dependants_into_the_medical_scheme"",""confidence"":0.13038022816181183,""domain"":""HIRI""},{""intent"":""dpo.lcs_sg_dpo_dnc_marketing_guidelines"",""confidence"":0.3233947455883026,""domain"":""LCS""},{""intent"":""computer.search_items"",""confidence"":0.09344689548015594,""domain"":""IRIS""},{""intent"":""investigations.lcs_investigations_investigation_process"",""confidence"":0.08888037502765656,""domain"":""LCS""},{""intent"":""computer.how_to_check_version_of_ie"",""confidence"":0.0559842586517334,""domain"":""IRIS""},{""intent"":""cbglegalrga.lcs_sg_ luckydraw_basic_info_in_t&cs"",""confidence"":0.06604593992233276,""domain"":""LCS""}]",hr,None,2021-01-07,True,None,None,None,None,None,None,None,None,None,None,None,staff_info_update.outside_appointment,0.2913094162940979,HIRI,medical.how_do_i_go_about_paying_my_medical_bills,0.27546823024749756,HIRI,applications_systems.finding_url_or_link,0.3985190689563751,IRIS,medical.how_can_i_enroll_myself___dependants_into_the_medical_scheme,HIRI,0.13038022816181183,LCS,0.3233947455883026,dpo.lcs_sg_dpo_dnc_marketing_guidelines,0.09344689548015594,computer.search_items,IRIS,0.08888037502765656,investigations.lcs_investigations_investigation_process,LCS,0.0559842586517334,computer.how_to_check_version_of_ie,IRIS,0.06604593992233276,cbglegalrga.lcs_sg_ luckydraw_basic_info_in_t&cs,LCS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.338629365,ee88b1c0-50c4-11eb-a5e9-1d50d687c883,2021-01-07 16:48:00,308490,army leave,leave.leave_guidelines,Unknown,"[{""intent"":""leave.leave_guidelines"",""confidence"":0.3386293649673462,""domain"":""HIRI""},{""intent"":""leave.can_i_take_leave"",""confidence"":0.2533033788204193,""domain"":""HIRI""},{""intent"":""people_hub.what_is_my_leave_balance"",""confidence"":0.1839248538017273,""domain"":""HIRI""}]",hr,None,2021-01-07,True,None,None,None,None,None,None,None,None,None,None,None,leave.leave_guidelines,0.3386293649673462,HIRI,leave.can_i_take_leave,0.2533033788204193,HIRI,people_hub.what_is_my_leave_balance,0.1839248538017273,HIRI,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.139555752,dbd46860-50b7-11eb-a563-5f677afa3443,2021-01-07 15:13:00,308252,"I was reminded to complete the year-end performance review, but I was told it was meant for direct hires and I am a contractor. So there is no review needed. Is that true? Then why I keep getting the reminders?",performance_and_development.how_to_start_my_pd_year-end_review,Unknown,"[{""intent"":""staff_info_update.how_can_i_update_my_singapore_permanent_resident_spr_status"",""confidence"":0.13955575227737427,""domain"":""HIRI""},{""intent"":""performance_and_development.notification_on_da_or_reminder_on_conduct_for_yer"",""confidence"":0.13838768005371094,""domain"":""HIRI""},{""intent"":""training.cannot_launch_e-learning"",""confidence"":0.1089753583073616,""domain"":""HIRI""},{""intent"":""fcssaml.lcs_sg_advisory_cbg_pb_tpc_residential_address_proof"",""confidence"":0.10843605548143387,""domain"":""LCS""},{""intent"":""intellectualproperty.lcs_ip_trademark_general_enquiry"",""confidence"":0.08721328526735306,""domain"":""LCS""},{""intent"":""computer.samsung_monitor_breakfix"",""confidence"":0.0734410509467125,""domain"":""IRIS""},{""intent"":""computer.laptop_not_displaying_on_external_monitor"",""confidence"":0.06002085283398628,""domain"":""IRIS""},{""intent"":""intellectualproperty.lcs_ip_use_third_party's_ip"",""confidence"":0.06096482649445534,""domain"":""LCS""},{""intent"":""network.unable_to_access_the_internet"",""confidence"":0.05331042408943176,""domain"":""IRIS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_serviceprovider"",""confidence"":0.34498077630996704,""domain"":""GORM""},{""intent"":""cicd.easre_all_cicd_qry_onboarding_cicd_1_0"",""confidence"":0.21899232268333435,""domain"":""EASRE""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_audit"",""confidence"":0.113035649061203,""domain"":""GORM""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_igcontract_approval"",""confidence"":0.11035073548555374,""domain"":""GORM""},{""intent"":""sreappcert.easre_all_sre_qry_information_appcert_1_0"",""confidence"":0.08165625482797623,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_jira_confluence_1_0"",""confidence"":0.08116668462753296,""domain"":""EASRE""}]",hr,None,2021-01-07,False,None,None,None,None,None,None,None,None,None,None,None,staff_info_update.how_can_i_update_my_singapore_permanent_resident_spr_status,0.13955575227737427,HIRI,performance_and_development.notification_on_da_or_reminder_on_conduct_for_yer,0.13838768005371094,HIRI,training.cannot_launch_e-learning,0.1089753583073616,HIRI,fcssaml.lcs_sg_advisory_cbg_pb_tpc_residential_address_proof,LCS,0.10843605548143387,LCS,0.08721328526735306,intellectualproperty.lcs_ip_trademark_general_enquiry,0.0734410509467125,computer.samsung_monitor_breakfix,IRIS,0.06002085283398628,computer.laptop_not_displaying_on_external_monitor,IRIS,0.06096482649445534,intellectualproperty.lcs_ip_use_third_party's_ip,LCS,0.05331042408943176,network.unable_to_access_the_internet,IRIS,0.34498077630996704,GORM,outsourcingriskmanagement.gorm_all_qry_ogrprofile_serviceprovider,0.21899232268333435,EASRE,cicd.easre_all_cicd_qry_onboarding_cicd_1_0,GORM,outsourcingriskmanagement.gorm_all_qry_ogrprofile_audit,0.113035649061203,outsourcingriskmanagement.gorm_all_qry_igcontract_approval,0.11035073548555374,GORM,sreappcert.easre_all_sre_qry_information_appcert_1_0,0.08165625482797623,EASRE,cicd.easre_all_cicd_qry_jira_confluence_1_0,0.08116668462753296,EASRE,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.248642296,bb0bc391-509d-11eb-b277-777466f4571f,2021-01-07 12:06:00,307821,"for flexi hours,do i need to apply every year?",Escalation.escalation_cases,Unknown,"[{""intent"":""iflex.when_will_i_receive_my_iflex_reimbursement"",""confidence"":0.24864229559898376,""domain"":""HIRI""},{""intent"":""payroll.how_to_avail_flexi_pay_plan"",""confidence"":0.23105545341968536,""domain"":""HIRI""},{""intent"":""iflex.what_can_be_claimed_against_iflex"",""confidence"":0.1907953917980194,""domain"":""HIRI""},{""intent"":""printer_scanner.scanner_failure"",""confidence"":0.18902507424354553,""domain"":""IRIS""},{""intent"":""intellectualproperty.lcs_ip_trademark_application_process"",""confidence"":0.20633195340633392,""domain"":""LCS""},{""intent"":""access_management.what_is_1bank_id"",""confidence"":0.16543327271938324,""domain"":""IRIS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption"",""confidence"":0.49334415793418884,""domain"":""GORM""},{""intent"":""general_enquiry.procurement_enquiries"",""confidence"":0.11407095193862915,""domain"":""IRIS""},{""intent"":""intellectualproperty.lcs_ip_sg_trademark_registration_timeline"",""confidence"":0.08511444181203842,""domain"":""LCS""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.13185419142246246,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_onboarding_cicd_1_0"",""confidence"":0.11521640419960022,""domain"":""EASRE""},{""intent"":""controlroom.lcs_all_pip_preclearance"",""confidence"":0.06680884957313538,""domain"":""LCS""},{""intent"":""chaosengineering.easre_all_sre_qry_information_wreckoon_1_0"",""confidence"":0.1010705903172493,""domain"":""EASRE""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_audit"",""confidence"":0.07353141158819199,""domain"":""GORM""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment"",""confidence"":0.07276514917612076,""domain"":""GORM""}]",hr,None,2021-01-07,False,None,None,None,None,None,None,None,None,None,None,None,iflex.when_will_i_receive_my_iflex_reimbursement,0.24864229559898376,HIRI,payroll.how_to_avail_flexi_pay_plan,0.23105545341968536,HIRI,iflex.what_can_be_claimed_against_iflex,0.1907953917980194,HIRI,printer_scanner.scanner_failure,IRIS,0.18902507424354553,LCS,0.20633195340633392,intellectualproperty.lcs_ip_trademark_application_process,0.16543327271938324,access_management.what_is_1bank_id,IRIS,0.49334415793418884,outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption,GORM,0.11407095193862915,general_enquiry.procurement_enquiries,IRIS,0.08511444181203842,intellectualproperty.lcs_ip_sg_trademark_registration_timeline,LCS,0.13185419142246246,EASRE,bolt.easre_all_bolt_qry_informationonbolt_1_0,0.11521640419960022,EASRE,cicd.easre_all_cicd_qry_onboarding_cicd_1_0,LCS,controlroom.lcs_all_pip_preclearance,0.06680884957313538,chaosengineering.easre_all_sre_qry_information_wreckoon_1_0,0.1010705903172493,EASRE,outsourcingriskmanagement.gorm_all_qry_ogrprofile_audit,0.07353141158819199,GORM,outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment,0.07276514917612076,GORM,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.371634573,ec24b341-5086-11eb-9b5f-b531a25f6320,2021-01-07 09:27:00,307395,how to check remaining skillsflex credit?,Training.How_do_I_check_my_Skillsflex_balance,Unknown,"[{""intent"":""training.course_withdrawal"",""confidence"":0.3716345727443695,""domain"":""HIRI""},{""intent"":""training.how_do_i_get_the_confirmation_that_my_course_enrolment_is_successful"",""confidence"":0.22043123841285706,""domain"":""HIRI""},{""intent"":""training.track_status_of_credit_certification_training"",""confidence"":0.13859640061855316,""domain"":""HIRI""},{""intent"":""general_enquiry.iservice"",""confidence"":0.269584596157074,""domain"":""IRIS""},{""intent"":""printer_scanner.scanner_failure"",""confidence"":0.20851008594036102,""domain"":""IRIS""},{""intent"":""applications_systems.finding_url_or_link"",""confidence"":0.13458780944347382,""domain"":""IRIS""},{""intent"":""cbglegalrga.lcs_sg_general_enquiries_decision_tree"",""confidence"":0.11190786212682724,""domain"":""LCS""},{""intent"":""cbglegalrga.lcs_sg_game_of_chance_vs_skill"",""confidence"":0.09155767410993576,""domain"":""LCS""},{""intent"":""dpo.lcs_sg_dpo_dnc_marketing_guidelines"",""confidence"":0.07513851672410965,""domain"":""LCS""}]",hr,None,2021-01-07,False,None,None,None,None,None,None,None,None,None,None,None,training.course_withdrawal,0.3716345727443695,HIRI,training.how_do_i_get_the_confirmation_that_my_course_enrolment_is_successful,0.22043123841285706,HIRI,training.track_status_of_credit_certification_training,0.13859640061855316,HIRI,general_enquiry.iservice,IRIS,0.269584596157074,IRIS,0.20851008594036102,printer_scanner.scanner_failure,0.13458780944347382,applications_systems.finding_url_or_link,IRIS,0.11190786212682724,cbglegalrga.lcs_sg_general_enquiries_decision_tree,LCS,0.09155767410993576,cbglegalrga.lcs_sg_game_of_chance_vs_skill,LCS,0.07513851672410965,dpo.lcs_sg_dpo_dnc_marketing_guidelines,LCS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.394251049,86900fc0-5086-11eb-9b5f-b531a25f6320,2021-01-07 09:24:00,307379,birthday leave is half day or full day,leave.leave_guidelines,Unknown,"[{""intent"":""leave.can_i_take_leave"",""confidence"":0.3942510485649109,""domain"":""HIRI""},{""intent"":""leave.leaves_of_direct_reports"",""confidence"":0.2997817099094391,""domain"":""HIRI""},{""intent"":""leave.leave_guidelines"",""confidence"":0.13491490483283997,""domain"":""HIRI""},{""intent"":""computer.hostname_disabled"",""confidence"":0.2320202887058258,""domain"":""IRIS""},{""intent"":""computer.no_display"",""confidence"":0.221220925450325,""domain"":""IRIS""},{""intent"":""controlroom.lcs_all_holdingperiod"",""confidence"":0.19968797266483307,""domain"":""LCS""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.14780190587043762,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.12916487455368042,""domain"":""EASRE""},{""intent"":""chaosengineering.easre_all_sre_qry_information_wreckoon_1_0"",""confidence"":0.09636901319026947,""domain"":""EASRE""},{""intent"":""fcssaml.lcs_sg_advisory_licensing_status"",""confidence"":0.07795867323875427,""domain"":""LCS""},{""intent"":""fcssaml.lcs_sg_advisory_source_of_wealth"",""confidence"":0.07790260761976242,""domain"":""LCS""},{""intent"":""computer.java_error"",""confidence"":0.05927997827529907,""domain"":""IRIS""}]",hr,None,2021-01-07,True,None,None,None,None,None,None,None,None,None,None,None,leave.can_i_take_leave,0.3942510485649109,HIRI,leave.leaves_of_direct_reports,0.2997817099094391,HIRI,leave.leave_guidelines,0.13491490483283997,HIRI,computer.hostname_disabled,IRIS,0.2320202887058258,IRIS,0.221220925450325,computer.no_display,0.19968797266483307,controlroom.lcs_all_holdingperiod,LCS,0.14780190587043762,bolt.easre_all_bolt_qry_informationonbolt_1_0,EASRE,0.12916487455368042,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,EASRE,0.09636901319026947,chaosengineering.easre_all_sre_qry_information_wreckoon_1_0,EASRE,0.07795867323875427,LCS,fcssaml.lcs_sg_advisory_licensing_status,0.07790260761976242,LCS,fcssaml.lcs_sg_advisory_source_of_wealth,IRIS,computer.java_error,0.05927997827529907,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.363993347,0f107171-50e9-11eb-adc7-fb76f6de6a6e,2021-01-07 21:05:00,308896,Applying annual leave,leave.apply_leave,Unknown,"[{""intent"":""leave.can_i_take_leave"",""confidence"":0.3639933466911316,""domain"":""HIRI""},{""intent"":""people_hub.what_is_my_leave_balance"",""confidence"":0.3596738874912262,""domain"":""HIRI""},{""intent"":""leave.can_i_apply_back_dated_leave"",""confidence"":0.15114673972129822,""domain"":""HIRI""},{""intent"":""network.firewall"",""confidence"":0.3603818714618683,""domain"":""IRIS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption"",""confidence"":0.33273646235466003,""domain"":""GORM""},{""intent"":""investigations.lcs_investigations_love_scam_definition"",""confidence"":0.26318925619125366,""domain"":""LCS""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.14880041778087616,""domain"":""EASRE""},{""intent"":""intellectualproperty.lcs_ip_legal_contact"",""confidence"":0.1314372569322586,""domain"":""LCS""},{""intent"":""cicd.easre_all_cicd_qry_sonarqube_faqs_1_0"",""confidence"":0.12482232600450516,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.11626823991537094,""domain"":""EASRE""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_deliverables"",""confidence"":0.10817930102348328,""domain"":""GORM""},{""intent"":""investigations.lcs_investigations_loan_scam_definition"",""confidence"":0.10044058412313461,""domain"":""LCS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogr_ki"",""confidence"":0.08301995694637299,""domain"":""GORM""},{""intent"":""applications_systems.install_and_setup_guide"",""confidence"":0.06096532195806503,""domain"":""IRIS""},{""intent"":""voice_services.how_to_raise_service_request_for_voice_team"",""confidence"":0.05196430906653404,""domain"":""IRIS""}]",hr,None,2021-01-07,False,None,None,None,None,None,None,None,None,None,None,None,leave.can_i_take_leave,0.3639933466911316,HIRI,people_hub.what_is_my_leave_balance,0.3596738874912262,HIRI,leave.can_i_apply_back_dated_leave,0.15114673972129822,HIRI,network.firewall,IRIS,0.3603818714618683,GORM,0.33273646235466003,outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption,0.26318925619125366,investigations.lcs_investigations_love_scam_definition,LCS,0.14880041778087616,bolt.easre_all_bolt_qry_informationonbolt_1_0,EASRE,0.1314372569322586,intellectualproperty.lcs_ip_legal_contact,LCS,0.12482232600450516,cicd.easre_all_cicd_qry_sonarqube_faqs_1_0,EASRE,0.11626823991537094,EASRE,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,0.10817930102348328,GORM,outsourcingriskmanagement.gorm_all_qry_sdm_deliverables,LCS,investigations.lcs_investigations_loan_scam_definition,0.10044058412313461,outsourcingriskmanagement.gorm_all_qry_ogr_ki,0.08301995694637299,GORM,applications_systems.install_and_setup_guide,0.06096532195806503,IRIS,voice_services.how_to_raise_service_request_for_voice_team,0.05196430906653404,IRIS,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.38006717,d01d45f0-50ee-11eb-81f0-69d6e47d27b4,2021-01-07 21:46:00,308936,Provident fund,Regional HR Intent,Unknown,"[{""intent"":""internal_mobility.internal_mobility"",""confidence"":0.3800671696662903,""domain"":""HIRI""},{""intent"":""internal_mobility.developing_my_career_in_dbs"",""confidence"":0.26588043570518494,""domain"":""HIRI""},{""intent"":""payroll.how_to_view_my_mpf_contribution_amount"",""confidence"":0.14163227379322052,""domain"":""HIRI""}]",hr,None,2021-01-07,False,None,None,None,None,None,None,None,None,None,None,None,internal_mobility.internal_mobility,0.3800671696662903,HIRI,internal_mobility.developing_my_career_in_dbs,0.26588043570518494,HIRI,payroll.how_to_view_my_mpf_contribution_amount,0.14163227379322052,HIRI,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,ONEBOT_UNKNOWN,TEAMS,0.29371497,8510a370-50cd-11eb-adc7-fb76f6de6a6e,2021-01-07 17:48:00,308667,Voluntary Parents Plan,Regional HR Intent,Unknown,"[{""intent"":""payroll.mpf_voluntary_contribution"",""confidence"":0.2937149703502655,""domain"":""HIRI""},{""intent"":""general_enquiry.procurement_enquiries"",""confidence"":0.6707208156585693,""domain"":""IRIS""},{""intent"":""medical.can_i_make_dental_claims"",""confidence"":0.15217959880828857,""domain"":""HIRI""},{""intent"":""iflex.what_can_be_claimed_against_iflex"",""confidence"":0.08191788196563721,""domain"":""HIRI""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_deliverables"",""confidence"":0.1750061810016632,""domain"":""GORM""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment"",""confidence"":0.11965494602918625,""domain"":""GORM""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption"",""confidence"":0.10881243646144867,""domain"":""GORM""},{""intent"":""microsoft_office_365.user_guide_for_microsoft_teams"",""confidence"":0.05307779088616371,""domain"":""IRIS""},{""intent"":""microsoft_office_365.what_is_yammer"",""confidence"":0.0463823638856411,""domain"":""IRIS""}]",hr,None,2021-01-07,False,None,None,None,None,None,None,None,None,None,None,None,payroll.mpf_voluntary_contribution,0.2937149703502655,HIRI,general_enquiry.procurement_enquiries,0.6707208156585693,IRIS,medical.can_i_make_dental_claims,0.15217959880828857,HIRI,iflex.what_can_be_claimed_against_iflex,HIRI,0.08191788196563721,GORM,0.1750061810016632,outsourcingriskmanagement.gorm_all_qry_sdm_deliverables,0.11965494602918625,outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment,GORM,0.10881243646144867,outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption,GORM,0.05307779088616371,microsoft_office_365.user_guide_for_microsoft_teams,IRIS,0.0463823638856411,microsoft_office_365.what_is_yammer,IRIS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
